,YEAR,CONF,TEAM NO,TEAM,SEED,ROUND,KADJ O,KADJ D,KADJ EM,BADJ O,BADJ D,BADJ EM,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,OP OREB%,OP DREB%
305,2018,OVC,706,Murray St.,12,64,113.139,100.444,12.6951,111.1,101.2,9.9,55.2,46.9,37.1,30.2,17.3,18.2,32.5,72.8,27.2,67.5
306,2018,MWC,705,Nevada,7,16,119.901,101.72,18.1814,118.0,101.5,16.5,54.9,49.2,37.1,30.7,13.9,18.2,27.4,70.9,29.1,72.6
307,2018,WAC,704,New Mexico St.,12,64,108.457,94.9001,13.5573,106.9,94.2,12.7,51.8,45.5,29.1,33.6,17.4,19.3,34.2,77.2,22.8,65.8
308,2018,ACC,703,North Carolina,2,32,121.959,96.9241,25.0348,121.2,96.8,24.4,52.3,50.1,28.6,25.8,16.8,16.2,38.4,74.0,26.0,61.6
309,2018,MEAC,702,North Carolina Central,16,68,98.1525,110.889,-12.7366,96.8,111.1,-14.3,51.2,48.7,31.2,34.4,20.7,16.6,32.5,70.5,29.5,67.5
310,2018,ACC,701,North Carolina St.,9,64,116.426,101.294,15.1323,114.8,101.1,13.7,53.3,51.5,33.9,32.6,16.9,20.7,33.6,68.1,31.9,66.4
311,2018,B10,700,Ohio St.,5,32,116.15,95.0408,21.1094,116.1,93.6,22.5,54.4,48.3,31.5,29.0,17.3,18.0,30.3,75.1,24.9,69.7
312,2018,B12,699,Oklahoma,10,64,115.128,100.709,14.419,115.9,99.3,16.6,53.8,51.2,33.1,25.6,17.3,17.1,27.9,70.0,30.0,72.1
313,2018,Ivy,698,Penn,16,64,103.553,99.8577,3.69539,103.1,97.6,5.5,53.0,46.9,33.6,31.9,16.6,17.1,24.2,77.3,22.7,75.8
314,2018,BE,697,Providence,10,64,108.926,97.0075,11.9189,108.7,96.5,12.2,49.6,50.1,39.2,31.4,17.6,18.9,29.4,71.1,28.9,70.6
315,2018,B10,696,Purdue,2,16,123.248,96.5818,26.6663,123.6,94.4,29.2,58.1,46.8,36.1,23.8,15.6,17.7,27.7,71.8,28.2,72.3
316,2018,BSth,695,Radford,16,64,103.581,103.629,-0.04778,101.8,103.5,-1.7,49.4,49.5,31.6,31.4,18.6,20.2,32.2,71.7,28.3,67.8
317,2018,A10,694,Rhode Island,7,32,111.71,97.328,14.3818,110.2,96.5,13.7,51.5,50.1,30.5,40.7,15.5,22.9,31.0,72.5,27.5,69.0
318,2018,MWC,693,San Diego St.,11,64,111.286,97.1358,14.1504,110.6,95.7,14.9,52.0,48.8,34.3,29.2,17.0,19.3,31.8,74.7,25.3,68.2
319,2018,BE,692,Seton Hall,8,32,116.335,98.9994,17.3352,116.5,97.4,19.1,52.8,49.9,34.6,28.9,17.9,17.9,34.2,71.5,28.5,65.8
320,2018,Sum,691,South Dakota St.,12,64,114.629,104.038,10.5907,114.0,101.6,12.4,54.5,50.2,35.8,25.5,13.8,14.3,24.7,77.1,22.9,75.3
321,2018,A10,690,St. Bonaventure,11,64,112.288,101.093,11.1954,110.4,100.6,9.8,52.3,48.9,39.9,39.3,16.3,20.4,30.1,70.4,29.6,69.9
322,2018,Slnd,689,Stephen F. Austin,14,64,104.983,99.4206,5.56289,104.1,98.3,5.8,53.4,49.7,40.0,50.5,20.8,26.1,32.7,71.4,28.6,67.3
323,2018,ACC,688,Syracuse,11,16,107.705,94.1122,13.5929,106.3,93.0,13.3,47.2,46.8,40.2,31.3,19.1,19.6,35.1,70.7,29.3,64.9
324,2018,B12,687,TCU,6,64,120.625,101.705,18.9201,120.4,101.1,19.3,56.9,52.7,34.1,30.7,17.7,17.6,34.5,74.1,25.9,65.5
325,2018,SEC,686,Tennessee,3,32,114.839,92.6901,22.1486,114.3,92.3,22.0,50.7,46.8,36.5,38.3,18.0,20.6,33.6,68.5,31.5,66.4
326,2018,B12,685,Texas,10,64,109.372,93.914,15.4577,108.6,92.7,15.9,49.8,47.9,33.2,26.1,17.1,18.3,29.4,70.5,29.5,70.6
327,2018,SEC,684,Texas A&M,7,16,111.204,94.2949,16.9086,110.3,93.6,16.7,51.1,46.4,32.0,29.0,19.2,15.9,34.3,71.7,28.3,65.7
328,2018,SWAC,683,Texas Southern,16,64,105.281,112.94,-7.659,104.8,112.9,-8.1,50.8,51.5,43.2,31.4,17.2,16.0,28.5,67.8,32.2,71.5
329,2018,B12,682,Texas Tech,3,8,114.03,92.0873,21.9424,112.9,91.1,21.8,52.7,46.7,40.3,38.1,18.1,22.0,33.3,71.6,28.4,66.7
330,2018,P12,681,UCLA,11,68,116.447,102.063,14.3834,114.7,101.9,12.8,53.8,49.4,35.9,29.5,16.2,14.7,28.6,72.8,27.2,71.4
331,2018,AE,680,UMBC,16,32,103.389,105.297,-1.9086,102.5,105.5,-3.0,52.2,52.1,30.0,31.1,16.9,20.7,26.4,71.0,29.0,73.6
332,2018,SC,679,UNC Greensboro,13,64,105.672,96.6156,9.0562,103.5,96.2,7.3,52.0,47.6,26.4,39.1,19.8,21.6,33.7,76.2,23.8,66.3
333,2018,BE,678,Villanova,1,1,127.384,95.9749,31.4091,127.7,95.4,32.3,59.7,49.2,28.6,25.5,14.6,18.5,28.8,73.3,26.7,71.2
334,2018,ACC,677,Virginia,1,64,116.528,84.3753,32.1527,115.2,85.0,30.2,52.9,43.7,24.8,26.2,14.1,21.0,27.4,74.3,25.7,72.6
335,2018,ACC,676,Virginia Tech,8,64,115.016,98.3773,16.6388,114.4,98.4,16.0,57.5,49.9,36.5,28.7,16.9,18.4,23.5,70.9,29.1,76.5
336,2018,B12,675,West Virginia,5,16,119.151,97.3766,21.7748,119.1,95.3,23.8,50.3,49.6,31.2,44.1,16.5,23.3,36.6,70.0,30.0,63.4
337,2018,Amer,674,Wichita St.,4,64,121.925,101.857,20.068,120.4,101.5,18.9,55.3,49.3,35.1,33.1,16.4,16.4,35.2,77.3,22.7,64.8
338,2018,Horz,673,Wright St.,14,64,101.068,98.251,2.81674,99.6,96.5,3.1,49.0,48.3,36.0,30.0,18.6,21.1,28.8,75.1,24.9,71.2
339,2018,BE,672,Xavier,1,32,120.74,99.0492,21.6909,121.4,97.3,24.1,55.7,50.0,40.2,24.8,17.0,15.7,30.0,77.1,22.9,70.0
340,2017,P12,671,Arizona,2,16,117.585,94.8418,22.7427,116.3,94.3,22.0,53.7,47.1,41.0,29.2,17.0,17.7,33.3,73.8,26.2,66.7
341,2017,SEC,670,Arkansas,8,32,116.639,101.04,15.5987,115.4,101.1,14.3,51.5,48.2,38.8,39.3,16.4,18.3,32.4,66.5,33.5,67.6
342,2017,B12,669,Baylor,3,16,117.289,92.281,25.0078,116.0,92.5,23.5,52.7,45.2,34.2,30.4,20.7,16.9,40.0,70.3,29.7,60.0
343,2017,Pat,668,Bucknell,13,64,109.074,100.358,8.71601,107.5,99.6,7.9,55.4,48.0,37.2,32.7,18.8,19.7,26.8,72.6,27.4,73.2
344,2017,BE,667,Butler,4,16,117.971,97.0613,20.9097,117.5,97.0,20.5,54.6,50.7,36.2,37.5,15.1,20.1,28.1,72.2,27.8,71.9
345,2017,Amer,666,Cincinnati,6,32,114.215,91.8982,22.3165,113.6,91.2,22.4,51.7,44.7,32.5,29.6,15.2,20.8,35.8,70.4,29.6,64.2
346,2017,BE,665,Creighton,6,64,115.639,96.0487,19.5902,115.6,95.3,20.3,58.0,50.0,27.9,28.6,17.1,19.6,24.1,70.3,29.7,75.9
347,2017,A10,664,Dayton,7,64,112.3,96.6262,15.6735,110.5,96.5,14.0,54.2,47.7,43.7,34.6,17.1,20.8,25.8,73.0,27.0,74.2
348,2017,ACC,663,Duke,2,32,120.988,95.8991,25.0887,121.1,94.9,26.2,54.8,47.5,38.9,30.9,16.2,17.2,31.5,70.6,29.4,68.5
349,2017,SC,662,East Tennessee St.,13,64,107.974,96.4902,11.4836,106.9,96.8,10.1,56.1,48.5,43.8,37.8,20.6,22.0,30.0,72.9,27.1,70.0
350,2017,SEC,661,Florida,4,8,115.851,89.4618,26.3891,115.7,89.3,26.4,51.5,45.6,40.4,33.9,16.6,21.1,31.9,70.8,29.2,68.1
351,2017,ASun,660,Florida Gulf Coast,14,64,109.563,104.547,5.016,108.5,103.9,4.6,54.1,49.1,34.0,34.8,18.1,17.3,34.6,70.4,29.6,65.4
352,2017,ACC,659,Florida St.,3,32,116.738,93.9951,22.7426,116.0,94.3,21.7,53.9,47.4,37.7,37.3,16.3,19.8,34.0,69.6,30.4,66.0
353,2017,WCC,658,Gonzaga,1,2,120.711,87.6571,33.0538,119.8,88.0,31.8,58.0,41.6,38.2,26.0,15.9,17.7,29.9,74.6,25.4,70.1
354,2017,MAAC,657,Iona,14,64,110.197,106.195,4.00176,108.7,105.3,3.4,53.4,49.6,31.2,33.4,16.5,18.0,26.9,68.3,31.7,73.1
355,2017,B12,656,Iowa St.,5,32,119.541,96.4283,23.113,118.1,95.6,22.5,54.8,49.0,27.6,25.7,14.1,20.0,26.1,68.0,32.0,73.9
356,2017,OVC,655,Jacksonville St.,15,64,105.363,104.78,0.583245,104.0,104.9,-0.9,52.4,49.3,33.8,34.8,20.7,16.8,31.5,72.0,28.0,68.5
357,2017,B12,654,Kansas,1,8,120.833,94.8585,25.975,120.4,94.4,26.0,55.9,47.9,36.8,30.8,18.1,18.6,34.3,69.6,30.4,65.7
358,2017,B12,653,Kansas St.,11,64,112.038,94.4839,17.5538,111.5,93.3,18.2,52.4,48.9,40.6,32.2,19.2,22.4,29.5,67.5,32.5,70.5
359,2017,MAC,652,Kent St.,14,64,104.421,102.687,1.73415,103.8,102.5,1.3,48.1,49.6,33.0,34.2,18.1,19.3,38.1,70.0,30.0,61.9
360,2017,SEC,651,Kentucky,2,8,119.139,91.8728,27.2664,119.2,91.5,27.7,53.2,47.4,41.7,34.7,16.0,19.4,34.0,72.8,27.2,66.0
361,2017,ACC,650,Louisville,2,32,117.179,90.4602,26.7186,116.2,89.7,26.5,51.4,45.1,34.8,39.8,16.1,19.8,36.3,71.3,28.7,63.7
362,2017,BE,649,Marquette,10,64,120.943,103.371,17.5711,121.4,101.6,19.8,57.6,51.9,31.1,35.9,17.1,18.5,27.3,71.1,28.9,72.7
363,2017,B10,648,Maryland,6,64,113.565,98.7271,14.838,113.0,97.4,15.6,52.6,47.1,38.6,32.2,19.1,17.9,30.6,67.7,32.3,69.4
364,2017,ACC,647,Miami FL,8,64,110.386,93.4254,16.9602,110.7,92.3,18.4,51.2,47.2,34.3,28.8,19.6,18.3,33.7,72.1,27.9,66.3
365,2017,B10,646,Michigan,7,16,121.592,98.9742,22.618,121.6,97.9,23.7,56.9,51.7,30.5,27.5,14.6,20.1,25.3,70.6,29.4,74.7
366,2017,B10,645,Michigan St.,9,32,110.569,95.5936,14.9753,109.7,94.6,15.1,53.9,46.3,33.8,35.1,20.7,16.1,29.3,72.7,27.3,70.7
367,2017,CUSA,644,Middle Tennessee,12,32,111.64,96.9823,14.6582,110.4,96.3,14.1,54.3,47.4,29.7,37.9,15.6,20.2,30.2,75.7,24.3,69.8
368,2017,B10,643,Minnesota,5,64,109.574,92.9833,16.5907,108.3,91.8,16.5,48.6,44.9,39.5,28.7,16.2,17.7,30.1,70.0,30.0,69.9
369,2017,NEC,642,Mount St. Mary's,16,64,98.9775,103.211,-4.23312,98.2,101.6,-3.4,50.9,49.6,32.8,33.3,19.2,21.7,23.0,65.5,34.5,77.0
370,2017,MWC,641,Nevada,12,64,114.477,101.135,13.3415,113.5,101.1,12.4,52.7,47.9,41.8,28.1,15.7,15.9,30.6,73.8,26.2,69.4
371,2017,WAC,640,New Mexico St.,14,64,110.052,102.738,7.31463,109.0,101.8,7.2,52.8,47.4,44.1,35.3,19.7,19.2,36.0,71.7,28.3,64.0
372,2017,Slnd,639,New Orleans,16,68,100.844,101.362,-0.51777,99.1,101.0,-1.9,50.1,49.9,43.5,34.9,23.8,22.3,36.2,67.3,32.7,63.8
373,2017,ACC,638,North Carolina,1,1,122.075,94.0654,28.0091,121.0,93.1,27.9,52.3,48.5,33.1,31.4,16.4,18.7,42.0,74.9,25.1,58.0
374,2017,MEAC,637,North Carolina Central,16,68,102.796,101.835,0.961015,101.8,100.8,1.0,51.8,45.1,34.8,27.6,17.9,19.6,32.0,68.6,31.4,68.0
375,2017,BSky,636,North Dakota,15,64,102.854,103.166,-0.31127,102.1,102.6,-0.5,53.4,50.3,36.6,39.4,18.7,20.0,26.2,72.1,27.9,73.8
376,2017,Horz,635,Northern Kentucky,15,64,106.647,105.311,1.33605,105.6,104.3,1.3,52.9,49.8,37.3,30.0,19.0,17.0,31.3,73.7,26.3,68.7
377,2017,B10,634,Northwestern,8,32,111.189,95.6778,15.511,111.1,94.7,16.4,49.7,46.0,30.8,35.5,15.9,18.0,30.9,69.3,30.7,69.1
378,2017,ACC,633,Notre Dame,5,32,118.891,97.7973,21.0939,119.5,96.4,23.1,54.0,49.0,28.2,26.6,13.9,18.8,27.4,69.0,31.0,72.6
379,2017,B12,632,Oklahoma St.,10,64,124.834,102.73,22.1043,125.1,101.4,23.7,53.8,52.8,37.8,45.6,18.3,20.8,38.0,67.8,32.2,62.0
380,2017,P12,631,Oregon,3,4,117.728,93.9002,23.8276,116.0,93.7,22.3,55.6,46.1,34.4,26.6,17.0,20.1,32.0,70.2,29.8,68.0
381,2017,Ivy,630,Princeton,12,64,109.396,96.8962,12.5002,108.1,96.6,11.5,53.5,48.9,24.9,31.7,15.2,20.6,24.2,75.3,24.7,75.8
382,2017,BE,629,Providence,11,68,108.021,95.1217,12.8992,107.4,94.5,12.9,51.3,49.7,38.2,30.0,18.5,20.5,26.4,71.9,28.1,73.6
383,2017,B10,628,Purdue,4,16,116.912,92.6889,24.2236,116.1,92.3,23.8,55.7,46.7,34.3,22.7,18.4,17.0,30.9,75.5,24.5,69.1
384,2017,A10,627,Rhode Island,11,32,110.668,95.0527,15.6156,110.2,94.9,15.3,50.7,44.7,39.6,45.4,16.6,19.5,33.1,70.7,29.3,66.9
385,2017,WCC,626,Saint Mary's,7,32,118.894,94.2568,24.6377,118.3,94.2,24.1,57.9,45.2,26.6,25.5,17.3,15.4,33.4,78.6,21.4,66.6
386,2017,BE,625,Seton Hall,9,64,109.8,95.8517,13.9487,108.6,95.8,12.8,50.2,49.0,37.9,36.1,19.4,17.6,35.3,74.6,25.4,64.7
387,2017,Amer,624,SMU,6,64,120.073,94.8141,25.2591,118.8,93.7,25.1,54.7,45.7,36.5,24.5,17.0,18.3,37.5,73.7,26.3,62.5
388,2017,SEC,623,South Carolina,7,4,105.546,88.5163,17.0302,105.2,88.3,16.9,46.7,45.0,39.9,46.7,19.0,24.5,33.8,68.4,31.6,66.2
389,2017,Sum,622,South Dakota St.,16,64,110.782,112.116,-1.33359,108.6,111.7,-3.1,53.8,54.0,40.6,27.1,18.3,16.3,27.4,71.2,28.8,72.6
390,2017,SWAC,621,Texas Southern,16,64,103.622,107.286,-3.66476,101.7,106.6,-4.9,48.2,48.9,44.9,32.2,16.6,19.3,32.3,65.6,34.4,67.7
391,2017,SB,620,Troy,15,64,109.892,107.217,2.67571,108.8,107.0,1.8,51.8,49.9,40.6,32.6,17.6,17.7,30.6,70.4,29.6,69.4
392,2017,BW,619,UC Davis,16,64,97.8508,102.603,-4.75235,97.9,101.0,-3.1,48.7,48.4,41.1,33.6,20.2,20.0,29.6,71.7,28.3,70.4
393,2017,P12,618,UCLA,3,16,122.757,99.8057,22.9515,121.7,99.2,22.5,59.5,48.4,26.9,25.8,15.4,16.2,29.4,71.7,28.3,70.6
394,2017,CAA,617,UNC Wilmington,12,64,117.706,105.319,12.3867,117.1,104.6,12.5,55.2,53.1,30.9,39.4,13.9,20.3,32.5,71.2,28.8,67.5
395,2017,P12,616,USC,11,32,112.508,100.168,12.3407,111.2,99.6,11.6,51.9,49.7,37.2,23.9,15.7,18.0,30.8,68.8,31.2,69.2
396,2017,SEC,615,Vanderbilt,9,64,112.303,96.065,16.2376,112.8,95.2,17.6,52.3,47.9,34.9,30.6,18.3,16.0,25.0,72.9,27.1,75.0
397,2017,A10,614,VCU,10,64,110.018,95.716,14.3025,107.9,95.8,12.1,51.1,47.1,36.3,39.8,17.9,21.0,31.4,72.5,27.5,68.6
398,2017,AE,613,Vermont,13,64,110.832,98.9477,11.8847,109.5,98.6,10.9,55.4,48.2,34.9,26.6,17.1,19.7,30.1,73.1,26.9,69.9
399,2017,BE,612,Villanova,1,32,122.753,91.9756,30.7772,122.2,92.2,30.0,57.9,48.1,35.3,21.8,17.1,20.2,29.6,72.4,27.6,70.4
400,2017,ACC,611,Virginia,5,32,113.686,87.0194,26.6671,114.1,86.7,27.4,52.9,45.7,25.7,34.0,15.6,21.0,28.7,75.8,24.2,71.3
401,2017,ACC,610,Virginia Tech,9,64,117.358,102.419,14.9395,116.4,101.4,15.0,57.0,50.9,40.5,26.9,17.2,16.6,23.4,70.1,29.9,76.6
402,2017,ACC,609,Wake Forest,11,68,120.873,103.6,17.2722,121.4,101.8,19.6,54.0,52.2,40.2,37.0,16.5,16.1,30.9,72.4,27.6,69.1
403,2017,B12,608,West Virginia,4,16,116.472,89.6731,26.7991,116.1,89.8,26.3,51.8,48.7,38.2,42.2,16.9,28.1,37.7,67.6,32.4,62.3
404,2017,MVC,607,Wichita St.,10,32,119.636,93.2236,26.4121,116.9,92.8,24.1,54.7,43.9,40.9,35.2,15.9,19.8,33.9,75.8,24.2,66.1
405,2017,BSth,606,Winthrop,13,64,106.436,101.809,4.62694,105.4,101.7,3.7,53.7,46.4,38.9,33.8,17.9,18.7,27.0,71.3,28.7,73.0
406,2017,B10,605,Wisconsin,8,16,113.589,91.2963,22.2926,113.5,91.5,22.0,51.7,47.3,32.0,26.4,16.8,19.9,35.5,74.6,25.4,64.5
407,2017,BE,604,Xavier,11,8,114.744,99.4255,15.3189,114.5,97.3,17.2,51.6,51.8,41.2,33.7,18.6,17.8,35.2,75.0,25.0,64.8
408,2016,P12,603,Arizona,6,64,117.368,95.4851,21.8831,116.4,95.7,20.7,53.8,46.3,44.1,29.2,17.9,16.2,35.1,75.1,24.9,64.9
409,2016,OVC,602,Austin Peay,16,64,104.005,109.104,-5.09934,101.8,108.4,-6.6,51.5,53.6,46.5,31.1,20.4,18.8,31.8,70.3,29.7,68.2
410,2016,B12,601,Baylor,5,64,118.756,98.8407,19.9152,117.8,99.3,18.5,51.7,51.0,39.2,38.1,18.9,19.8,40.2,71.2,28.8,59.8
411,2016,MAC,600,Buffalo,14,64,105.541,102.83,2.71119,104.3,102.5,1.8,49.6,49.8,41.7,37.1,18.9,17.7,32.2,71.4,28.6,67.8
412,2016,BE,599,Butler,9,32,117.318,101.468,15.8497,117.9,99.4,18.5,52.5,49.4,39.8,36.2,14.5,18.6,32.8,72.2,27.8,67.2
413,2016,WAC,598,Cal St. Bakersfield,15,64,103.37,96.8714,6.49871,103.2,95.5,7.7,49.3,44.7,38.5,42.0,18.1,21.8,34.0,70.4,29.6,66.0
414,2016,P12,597,California,4,64,112.902,93.2625,19.6396,112.5,93.0,19.5,52.5,44.0,41.6,37.2,17.5,14.1,32.4,74.3,25.7,67.6
415,2016,SC,596,Chattanooga,12,64,107.156,99.7384,7.41784,105.9,100.3,5.6,51.8,49.8,42.0,30.8,17.9,20.3,32.4,71.1,28.9,67.6
416,2016,Amer,595,Cincinnati,9,64,110.035,92.8755,17.1593,109.5,92.7,16.8,49.0,45.3,33.5,26.9,16.4,20.6,36.8,69.4,30.6,63.2
417,2016,P12,594,Colorado,8,64,108.785,95.1948,13.5905,107.8,95.4,12.4,48.4,46.9,40.0,35.5,18.8,15.4,35.0,75.4,24.6,65.0
418,2016,Amer,593,Connecticut,9,32,111.651,92.899,18.752,110.4,93.3,17.1,52.0,44.2,29.7,34.5,16.5,18.1,29.1,70.8,29.2,70.9
419,2016,A10,592,Dayton,7,64,106.934,93.5907,13.3434,106.8,92.6,14.2,52.0,46.9,41.0,32.5,18.8,17.9,28.9,76.4,23.6,71.1
420,2016,ACC,591,Duke,4,16,121.786,99.7328,22.0532,121.5,98.5,23.0,53.7,49.4,40.2,25.4,14.3,17.7,34.0,65.5,34.5,66.0
421,2016,NEC,590,Fairleigh Dickinson,16,68,104.836,114.583,-9.74686,103.7,114.6,-10.9,51.6,52.0,33.6,46.5,17.9,21.0,28.9,64.0,36.0,71.1
422,2016,ASun,589,Florida Gulf Coast,16,64,102.917,104.307,-1.39023,102.3,103.0,-0.7,51.2,48.1,36.4,36.1,16.9,16.2,31.5,72.5,27.5,68.5
423,2016,MWC,588,Fresno St.,14,64,107.084,100.385,6.69862,105.5,99.9,5.6,48.2,48.5,38.1,46.4,14.9,20.8,30.3,71.0,29.0,69.7
424,2016,WCC,587,Gonzaga,11,16,116.44,97.1644,19.2756,117.0,96.3,20.7,55.3,45.1,35.9,28.3,16.5,14.9,31.9,74.1,25.9,68.1
425,2016,Horz,586,Green Bay,14,64,108.225,104.236,3.98885,106.9,104.4,2.5,49.9,51.2,42.2,35.4,15.6,20.9,31.3,68.2,31.8,68.7
426,2016,MEAC,585,Hampton,16,64,99.7519,106.561,-6.80879,98.0,106.9,-8.9,47.2,48.0,42.0,36.4,18.9,16.9,34.9,72.6,27.4,65.1
427,2016,BW,584,Hawaii,13,32,108.243,96.5071,11.736,107.3,95.9,11.4,52.5,44.9,46.3,39.3,18.4,19.9,30.9,73.3,26.7,69.1
428,2016,Pat,583,Holy Cross,16,64,97.0369,108.525,-11.4879,97.3,107.6,-10.3,47.9,53.2,36.1,33.8,16.6,20.0,23.6,70.4,29.6,76.4
429,2016,B10,582,Indiana,5,16,120.855,98.0589,22.7957,120.1,98.0,22.1,58.6,49.5,33.3,29.3,19.8,18.9,37.7,71.3,28.7,62.3
430,2016,MAAC,581,Iona,13,64,110.602,102.768,7.8333,108.9,102.8,6.1,53.8,48.5,32.5,36.2,17.6,19.4,29.4,68.7,31.3,70.6
431,2016,B10,580,Iowa,7,32,116.298,94.9421,21.3563,116.0,94.8,21.2,51.8,47.4,33.4,25.2,15.0,18.9,32.3,68.6,31.4,67.7
432,2016,B12,579,Iowa St.,4,16,121.033,99.9576,21.0754,120.4,98.9,21.5,56.8,49.5,25.5,24.2,16.0,17.1,27.3,69.3,30.7,72.7
433,2016,B12,578,Kansas,1,8,120.379,90.575,29.804,120.5,91.3,29.2,55.9,45.3,39.0,37.2,17.8,19.1,32.2,71.2,28.8,67.8
434,2016,SEC,577,Kentucky,4,32,122.508,97.3082,25.1996,122.3,95.8,26.5,53.7,44.9,38.3,41.4,16.1,17.9,37.8,68.3,31.7,62.2
435,2016,SB,576,Little Rock,12,32,108.951,95.6244,13.3265,106.9,95.6,11.3,52.4,45.1,31.4,38.3,15.9,21.4,26.9,69.9,30.1,73.1
436,2016,B10,575,Maryland,5,16,116.294,95.5806,20.7136,115.1,96.4,18.7,55.6,46.7,35.7,26.9,19.1,16.5,30.2,70.5,29.5,69.8
437,2016,ACC,574,Miami FL,3,16,118.848,95.9995,22.848,118.8,95.4,23.4,53.9,48.0,40.0,28.8,16.0,17.5,30.5,70.8,29.2,69.5
438,2016,B10,573,Michigan,11,64,115.094,100.54,14.5538,114.7,99.7,15.0,55.0,51.2,28.4,26.8,14.7,17.7,24.4,73.7,26.3,75.6
439,2016,B10,572,Michigan St.,2,64,123.022,93.3408,29.6807,121.4,94.8,26.6,56.0,42.6,30.0,34.0,17.5,14.2,37.2,75.8,24.2,62.8
440,2016,CUSA,571,Middle Tennessee,15,32,103.144,99.21,3.93408,102.2,98.5,3.7,51.8,48.5,35.7,42.8,17.2,19.4,28.2,74.5,25.5,71.8
441,2016,ACC,570,North Carolina,1,2,121.139,93.1009,28.0379,120.1,94.3,25.8,52.1,47.4,32.2,29.7,15.4,18.6,39.8,70.1,29.9,60.2
442,2016,MVC,569,Northern Iowa,11,32,108.298,98.2039,10.0945,108.8,97.6,11.2,53.3,48.6,32.8,23.6,15.2,18.7,17.8,72.8,27.2,82.2
443,2016,ACC,568,Notre Dame,6,8,119.69,103.709,15.9813,118.4,103.5,14.9,53.5,49.2,33.2,26.9,14.8,14.8,32.8,68.7,31.3,67.2
444,2016,B12,567,Oklahoma,2,4,117.285,92.4357,24.849,117.6,92.8,24.8,54.5,46.4,33.6,27.3,18.0,17.6,30.5,70.2,29.8,69.5
445,2016,P12,566,Oregon,1,8,119.63,96.8455,22.7847,117.7,96.9,20.8,52.3,49.0,40.2,32.3,16.3,20.6,34.6,68.7,31.3,65.4
446,2016,P12,565,Oregon St.,7,64,110.836,98.3992,12.4371,109.8,98.1,11.7,49.9,49.4,37.2,39.3,16.8,19.5,29.4,67.7,32.3,70.6
447,2016,ACC,564,Pittsburgh,10,64,115.484,99.2827,16.2013,115.3,98.2,17.1,51.3,50.5,36.6,32.6,17.4,17.1,37.4,72.5,27.5,62.6
448,2016,BE,563,Providence,9,32,109.321,95.7275,13.5932,108.9,95.1,13.8,48.1,48.8,37.7,27.8,16.3,20.7,30.9,69.8,30.2,69.1
449,2016,B10,562,Purdue,5,64,117.0,92.4061,24.5939,116.6,92.8,23.8,53.7,44.3,35.1,27.7,17.5,13.8,35.3,76.7,23.3,64.7
450,2016,A10,561,Saint Joseph's,8,32,113.435,98.7988,14.6358,113.0,96.9,16.1,51.3,47.9,37.7,24.5,14.3,16.2,28.3,74.2,25.8,71.7
451,2016,BE,560,Seton Hall,6,64,111.433,93.7641,17.6691,111.2,92.5,18.7,50.2,45.3,40.6,33.7,19.5,19.2,35.0,69.3,30.7,65.0
452,2016,Sum,559,South Dakota St.,12,64,110.826,101.245,9.58182,110.5,100.7,9.8,51.4,47.7,40.6,39.7,17.1,17.1,32.4,74.5,25.5,67.6
453,2016,SWAC,558,Southern,16,68,100.906,106.217,-5.31079,100.0,106.0,-6.0,48.7,47.7,38.7,39.7,16.3,19.5,28.2,68.3,31.7,71.8
454,2016,Slnd,557,Stephen F. Austin,14,32,111.339,96.9336,14.405,108.5,97.6,10.9,55.5,49.6,33.9,40.1,18.2,25.9,33.5,70.3,29.7,66.5
455,2016,AE,556,Stony Brook,13,64,107.481,98.9433,8.53773,106.1,98.7,7.4,53.2,47.3,32.5,27.6,17.2,18.5,34.4,74.2,25.8,65.6
456,2016,ACC,555,Syracuse,10,4,111.357,95.507,15.8501,110.8,94.6,16.2,50.4,47.5,35.5,29.4,18.3,20.6,33.0,64.7,35.3,67.0
457,2016,Amer,554,Temple,10,64,106.619,98.2712,8.34785,106.3,98.1,8.2,46.9,46.7,27.1,28.6,13.7,16.6,29.0,70.2,29.8,71.0
458,2016,B12,553,Texas,6,64,112.821,95.7146,17.1061,111.5,95.3,16.2,49.3,47.5,39.7,37.5,15.4,18.5,30.7,67.7,32.3,69.3
459,2016,SEC,552,Texas A&M,3,16,114.159,92.3528,21.8057,113.7,92.2,21.5,51.4,47.1,37.5,32.4,17.2,20.9,35.0,70.0,30.0,65.0
460,2016,B12,551,Texas Tech,8,64,113.846,99.1212,14.7244,112.4,98.5,13.9,49.9,49.3,43.1,32.9,17.7,18.9,31.7,67.6,32.4,68.3
461,2016,Amer,550,Tulsa,11,68,111.352,99.564,11.788,109.2,99.4,9.8,50.4,48.3,40.0,34.8,15.5,20.6,28.0,69.6,30.4,72.0
462,2016,BSth,549,UNC Asheville,15,64,103.529,99.3166,4.21193,101.1,99.4,1.7,49.9,48.7,42.4,33.4,18.6,22.4,31.6,70.6,29.4,68.4
463,2016,CAA,548,UNC Wilmington,13,64,110.051,100.792,9.25855,108.6,100.6,8.0,51.2,47.1,35.9,54.3,16.0,20.1,32.1,70.1,29.9,67.9
464,2016,P12,547,USC,8,64,113.901,99.116,14.7848,113.8,98.0,15.8,52.0,47.3,35.3,28.5,16.5,16.9,32.4,68.1,31.9,67.6
