,YEAR,CONF,TEAM NO,TEAM,SEED,ROUND,KADJ O,KADJ D,KADJ EM,BADJ O,BADJ D,BADJ EM,EFG%,EFG%D,FTR,FTRD,TOV%,TOV%D,OREB%,DREB%,OP OREB%,OP DREB%
145,2021,P12,866,Colorado,5,32,114.417,92.7358,21.6816,115.4,91.7,23.7,52.0,47.7,29.9,28.0,16.8,19.8,30.9,74.4,25.6,69.1
146,2021,BE,865,Connecticut,7,64,113.581,91.6796,21.9011,113.9,92.3,21.6,49.5,46.2,29.6,36.9,17.5,19.6,36.8,70.2,29.8,63.2
147,2021,BE,864,Creighton,5,16,114.87,93.5652,21.3051,114.2,94.1,20.1,55.7,46.9,26.9,25.7,15.8,17.8,24.8,71.8,28.2,75.2
148,2021,MVC,863,Drake,11,64,113.949,99.3062,14.6425,112.2,100.2,12.0,54.5,48.4,25.2,29.7,15.2,18.8,31.6,75.1,24.9,68.4
149,2021,CAA,862,Drexel,16,64,107.143,105.525,1.6183,106.1,103.7,2.4,54.3,49.6,28.5,27.2,19.6,16.4,29.4,75.7,24.3,70.6
150,2021,BSky,861,Eastern Washington,14,64,107.67,101.018,6.65145,107.9,99.7,8.2,54.1,47.5,30.4,27.7,16.5,16.5,23.9,74.4,25.6,76.1
151,2021,SEC,860,Florida,7,32,110.975,93.4227,17.5522,110.4,93.4,17.0,52.5,47.5,33.8,34.8,20.7,20.6,30.8,68.4,31.6,69.2
152,2021,ACC,859,Florida St.,4,16,116.442,94.3726,22.0698,117.2,93.7,23.5,54.4,46.5,32.7,36.3,20.2,19.6,35.7,68.6,31.4,64.3
153,2021,BE,858,Georgetown,12,64,107.693,93.636,14.0569,107.2,93.7,13.5,49.6,48.0,30.3,25.9,21.7,16.2,32.4,72.7,27.3,67.6
154,2021,ACC,857,Georgia Tech,9,64,113.332,94.783,18.5494,112.7,95.6,17.1,53.9,52.2,29.0,28.9,15.9,22.8,24.8,70.1,29.9,75.2
155,2021,WCC,856,Gonzaga,1,2,126.111,89.4872,36.6241,125.3,89.6,35.7,61.0,47.5,36.7,25.9,16.1,20.3,30.4,76.6,23.4,69.6
156,2021,WAC,855,Grand Canyon,15,64,103.554,96.5771,6.97644,103.6,95.6,8.0,52.8,44.7,34.5,29.4,20.4,16.5,33.0,77.2,22.8,67.0
157,2021,AE,854,Hartford,16,64,97.4886,100.22,-2.73095,96.7,99.2,-2.5,50.4,47.6,28.6,25.0,19.0,20.4,24.9,71.2,28.8,75.1
158,2021,Amer,853,Houston,2,4,118.922,90.1017,28.8202,119.0,89.4,29.6,51.3,42.9,30.7,42.4,16.3,21.6,39.4,72.0,28.0,60.6
159,2021,B10,852,Illinois,1,32,118.957,88.3445,30.6122,117.4,90.8,26.6,55.6,46.6,39.2,30.5,18.2,16.1,33.0,77.8,22.2,67.0
160,2021,MAAC,851,Iona,15,64,100.371,101.407,-1.03598,100.7,98.8,1.9,51.2,45.6,36.1,46.3,22.5,19.6,33.5,73.8,26.2,66.5
161,2021,B10,850,Iowa,2,32,123.496,94.5925,28.9031,123.7,96.5,27.2,54.6,48.3,32.0,22.6,13.3,16.3,30.7,71.4,28.6,69.3
162,2021,B12,849,Kansas,3,32,109.615,88.5839,21.0313,108.7,90.2,18.5,49.7,47.0,30.5,26.5,17.7,20.0,31.2,73.1,26.9,68.8
163,2021,ASun,848,Liberty,13,64,110.143,101.773,8.37002,109.1,100.8,8.3,57.4,48.0,25.5,29.6,15.6,17.3,23.1,77.6,22.4,76.9
164,2021,MVC,847,Loyola Chicago,8,16,110.416,86.6625,23.7539,108.9,88.3,20.6,56.3,46.7,30.7,22.4,18.5,21.6,26.0,79.0,21.0,74.0
165,2021,SEC,846,LSU,8,32,119.771,100.181,19.5899,119.0,99.8,19.2,52.8,48.5,33.9,29.1,16.1,18.4,31.5,67.2,32.8,68.5
166,2021,B10,845,Maryland,10,32,110.916,92.1984,18.7175,110.0,94.2,15.8,52.6,48.5,32.6,25.6,16.8,16.9,20.9,75.2,24.8,79.1
167,2021,B10,844,Michigan,1,8,119.434,88.6425,30.7915,117.7,90.8,26.9,54.9,44.9,28.9,24.5,16.3,15.1,29.4,75.2,24.8,70.6
168,2021,B10,843,Michigan St.,11,68,106.989,92.9745,14.0141,105.4,94.1,11.3,47.9,47.8,31.4,37.1,18.9,15.4,30.4,73.9,26.1,69.6
169,2021,SEC,842,Missouri,9,64,110.248,95.0983,15.15,110.7,94.3,16.4,50.9,48.5,37.5,36.4,18.9,18.4,28.6,70.8,29.2,71.4
170,2021,OVC,841,Morehead St.,14,64,100.165,96.2694,3.89559,98.1,96.1,2.0,51.9,47.0,36.8,23.1,22.9,18.0,31.3,75.1,24.9,68.7
171,2021,NEC,840,Mount St. Mary's,16,68,95.4181,100.428,-5.0102,95.1,99.9,-4.8,48.7,45.5,29.7,24.6,20.3,16.4,31.9,75.2,24.8,68.1
172,2021,MEAC,839,Norfolk St.,16,64,100.613,104.355,-3.74215,99.0,103.9,-4.9,49.7,47.4,38.6,42.0,17.8,20.7,28.8,71.3,28.7,71.2
173,2021,ACC,838,North Carolina,8,64,110.111,90.0231,20.0876,107.9,91.9,16.0,48.5,48.7,34.9,27.1,20.6,19.3,41.3,73.7,26.3,58.7
174,2021,CUSA,837,North Texas,13,32,105.362,93.6646,11.6975,103.8,94.0,9.8,54.0,45.7,27.2,31.7,20.4,21.4,27.9,73.1,26.9,72.1
175,2021,MAC,836,Ohio,13,32,113.002,101.888,11.1142,111.8,101.0,10.8,55.8,51.1,29.6,30.2,17.0,20.0,28.7,72.6,27.4,71.3
176,2021,B10,835,Ohio St.,2,64,122.274,96.8491,25.4253,121.4,97.1,24.3,53.1,48.9,37.6,33.8,15.3,15.0,29.1,72.6,27.4,70.9
177,2021,B12,834,Oklahoma,8,32,111.427,94.7836,16.6439,111.1,94.6,16.5,50.8,48.9,29.1,22.8,15.8,18.7,27.3,72.5,27.5,72.7
178,2021,B12,833,Oklahoma St.,4,32,110.059,91.2923,18.7671,109.0,92.2,16.8,52.1,47.2,36.4,30.5,21.4,19.3,31.9,69.8,30.2,68.1
179,2021,Sum,832,Oral Roberts,15,16,108.656,107.44,1.21622,107.5,106.7,0.8,53.6,50.4,27.8,33.1,15.7,18.2,23.2,67.0,33.0,76.8
180,2021,P12,831,Oregon,7,16,114.453,96.7728,17.6799,114.0,96.1,17.9,54.4,50.1,26.8,27.1,16.8,20.3,28.3,72.8,27.2,71.7
181,2021,P12,830,Oregon St.,12,8,109.326,99.1533,10.1728,109.1,98.4,10.7,48.7,50.4,34.0,38.2,17.2,18.5,29.8,70.6,29.4,70.2
182,2021,B10,829,Purdue,4,64,113.612,91.3407,22.2716,111.5,93.0,18.5,51.4,48.6,32.2,30.3,18.7,16.9,32.2,75.9,24.1,67.8
183,2021,B10,828,Rutgers,10,32,108.651,90.5084,18.1428,106.6,91.9,14.7,50.2,47.7,27.7,33.2,16.4,18.9,27.4,70.7,29.3,72.6
184,2021,MWC,827,San Diego St.,6,64,110.835,89.5391,21.296,111.3,89.3,22.0,52.7,46.7,34.3,32.7,16.9,22.5,29.9,75.6,24.4,70.1
185,2021,A10,826,St. Bonaventure,9,64,111.309,90.4885,20.8204,110.1,91.9,18.2,50.5,45.5,27.8,28.3,16.9,19.5,33.6,71.6,28.4,66.4
186,2021,ACC,825,Syracuse,11,16,113.82,97.5937,16.2268,112.2,97.3,14.9,50.7,48.5,28.4,25.1,16.0,20.8,30.3,66.2,33.8,69.7
187,2021,SEC,824,Tennessee,5,64,108.804,87.7414,21.0624,108.5,88.2,20.3,50.1,45.9,35.1,31.1,18.2,22.9,31.4,71.4,28.6,68.6
188,2021,B12,823,Texas,3,64,113.848,93.2661,20.5822,113.6,92.7,20.9,52.9,46.7,34.0,36.7,20.2,17.8,31.3,73.1,26.9,68.7
189,2021,SWAC,822,Texas Southern,16,64,98.9834,105.038,-6.05453,97.9,103.2,-5.3,48.3,46.5,38.9,33.8,21.5,19.4,32.9,73.6,26.4,67.1
190,2021,B12,821,Texas Tech,6,32,112.362,91.4155,20.9465,111.5,91.3,20.2,49.7,47.8,39.3,36.5,16.3,23.8,33.8,70.0,30.0,66.2
191,2021,BW,820,UC Santa Barbara,12,64,109.242,97.0104,12.2317,108.1,96.2,11.9,53.0,47.7,35.5,28.0,16.5,20.8,28.2,75.5,24.5,71.8
192,2021,P12,819,UCLA,11,4,113.403,97.4859,15.9175,114.2,96.2,18.0,52.0,50.7,32.6,28.0,16.7,17.6,30.8,75.8,24.2,69.2
193,2021,SC,818,UNC Greensboro,13,64,104.118,95.9651,8.15332,101.6,97.4,4.2,48.2,48.1,23.8,36.4,15.6,21.0,32.4,74.1,25.9,67.6
194,2021,P12,817,USC,6,8,112.883,90.6583,22.2245,113.3,90.2,23.1,52.1,45.4,37.5,24.8,18.1,17.4,35.7,72.7,27.3,64.3
195,2021,MWC,816,Utah St.,11,64,105.729,89.2192,16.51,104.4,89.0,15.4,49.8,45.6,29.4,26.1,19.7,19.7,35.3,78.7,21.3,64.7
196,2021,A10,815,VCU,10,64,105.49,89.5783,15.9115,104.2,89.6,14.6,50.9,45.8,34.0,35.4,20.7,23.6,28.5,68.6,31.4,71.5
197,2021,BE,814,Villanova,5,16,118.602,95.984,22.6184,118.5,97.2,21.3,52.8,51.8,30.0,25.8,13.5,19.0,27.9,75.2,24.8,72.1
198,2021,ACC,813,Virginia,4,64,115.637,92.9824,22.6542,114.8,93.9,20.9,56.1,47.9,22.0,24.6,15.4,15.2,23.1,77.4,22.6,76.9
199,2021,ACC,812,Virginia Tech,10,64,110.048,94.8276,15.2207,108.7,94.5,14.2,52.5,48.4,33.2,30.9,17.3,17.6,28.4,75.7,24.3,71.6
200,2021,B12,811,West Virginia,3,32,116.128,95.8073,20.3206,115.1,94.9,20.2,48.7,50.2,39.4,28.5,17.0,20.7,35.6,68.7,31.3,64.4
201,2021,Amer,810,Wichita St.,11,68,109.988,98.4414,11.5469,109.4,98.0,11.4,47.6,47.1,38.2,29.7,15.9,18.1,29.8,66.6,33.4,70.2
202,2021,BSth,809,Winthrop,12,64,105.093,96.1535,8.93908,104.8,96.1,8.7,53.0,49.0,35.7,33.8,19.5,22.5,35.6,77.8,22.2,64.4
203,2021,B10,808,Wisconsin,9,32,112.522,89.8672,22.6545,111.4,90.3,21.1,49.4,47.9,26.9,28.5,13.5,17.8,23.7,74.9,25.1,76.3
204,2019,Slnd,807,Abilene Christian,15,64,103.625,101.539,2.08626,102.2,101.0,1.2,52.4,49.6,34.5,38.4,17.4,23.4,27.7,72.2,27.8,72.3
205,2019,P12,806,Arizona St.,11,64,109.774,98.5646,11.2091,108.9,97.9,11.0,50.8,48.6,43.6,38.6,18.5,18.9,32.5,73.6,26.4,67.5
206,2019,SEC,805,Auburn,5,4,119.571,96.2397,23.3317,119.4,95.9,23.5,54.2,51.8,31.0,36.6,17.5,25.3,32.7,67.1,32.9,67.3
207,2019,B12,804,Baylor,9,32,113.517,98.2238,15.2935,112.0,98.1,13.9,50.9,48.6,32.6,36.5,19.9,18.5,38.1,71.2,28.8,61.9
208,2019,OVC,803,Belmont,11,64,114.834,101.76,13.0739,113.4,101.3,12.1,57.8,48.9,28.1,27.7,15.4,16.3,25.6,75.7,24.3,74.4
209,2019,MVC,802,Bradley,15,64,100.892,101.25,-0.35828,100.0,101.1,-1.1,49.7,47.6,36.3,35.3,18.9,18.6,27.1,73.3,26.7,72.9
210,2019,MAC,801,Buffalo,6,32,114.89,94.5531,20.337,113.2,95.2,18.0,53.4,47.2,32.2,31.5,15.6,20.4,31.6,73.3,26.7,68.4
211,2019,Amer,800,Cincinnati,7,64,111.566,94.515,17.0509,112.1,93.9,18.2,49.0,48.1,38.1,30.5,16.1,20.9,37.6,70.6,29.4,62.4
212,2019,Pat,799,Colgate,15,64,110.038,105.751,4.2867,108.4,105.5,2.9,55.9,50.6,28.9,28.6,19.3,18.0,30.3,73.1,26.9,69.7
213,2019,ACC,798,Duke,1,8,120.084,88.0911,31.9925,119.3,88.3,31.0,53.4,44.6,34.6,24.0,17.7,19.8,36.1,70.3,29.7,63.9
214,2019,NEC,797,Fairleigh Dickinson,16,64,106.184,110.432,-4.2487,104.8,110.3,-5.5,54.5,51.5,35.5,30.2,19.4,20.4,29.4,66.9,33.1,70.6
215,2019,SEC,796,Florida,10,32,110.219,91.895,18.3239,109.8,91.4,18.4,49.9,48.4,30.4,33.6,18.0,22.6,31.1,68.3,31.7,68.9
216,2019,ACC,795,Florida St.,4,16,112.987,90.4293,22.5574,111.3,92.1,19.2,50.7,47.3,36.3,36.1,19.2,20.3,33.1,73.1,26.9,66.9
217,2019,BSth,794,Gardner Webb,16,64,107.475,108.218,-0.74352,105.5,107.2,-1.7,54.8,50.2,39.2,27.7,16.8,18.1,22.6,69.0,31.0,77.4
218,2019,SB,793,Georgia St.,14,64,107.886,102.289,5.59737,107.6,101.3,6.3,54.4,50.1,35.7,31.3,16.6,21.1,23.3,66.4,33.6,76.7
219,2019,WCC,792,Gonzaga,1,8,125.125,92.336,32.7887,124.1,91.6,32.5,59.6,44.2,36.0,25.1,14.5,18.9,30.6,72.9,27.1,69.4
220,2019,Amer,791,Houston,3,16,114.118,91.6934,22.4249,114.1,90.9,23.2,52.1,42.4,31.9,37.6,16.8,18.2,34.7,73.8,26.2,65.3
221,2019,MAAC,790,Iona,16,64,106.514,109.593,-3.07828,105.2,110.1,-4.9,53.0,52.3,37.1,28.8,17.3,18.6,25.7,69.9,30.1,74.3
222,2019,B10,789,Iowa,10,32,117.163,101.207,15.9555,116.4,100.5,15.9,52.6,51.6,42.3,28.8,17.2,18.5,29.9,71.0,29.0,70.1
223,2019,B12,788,Iowa St.,6,64,118.992,97.1452,21.8472,118.2,96.1,22.1,54.9,48.5,30.3,23.6,16.2,18.8,28.5,70.0,30.0,71.5
224,2019,B12,787,Kansas,4,32,112.746,92.0406,20.7051,112.5,92.2,20.3,52.3,47.8,32.9,27.7,18.7,18.5,29.7,71.7,28.3,70.3
225,2019,B12,786,Kansas St.,4,64,107.96,87.7377,20.2225,106.5,87.5,19.0,49.5,48.1,30.7,30.5,17.4,22.9,28.1,74.4,25.6,71.9
226,2019,SEC,785,Kentucky,2,8,118.223,90.8094,27.4133,116.9,91.7,25.2,53.3,47.0,42.5,27.1,18.5,18.4,36.6,74.2,25.8,63.4
227,2019,BSth,784,Liberty,12,32,110.565,99.7435,10.8215,108.7,99.7,9.0,56.1,48.7,26.0,32.4,17.2,20.8,25.7,73.5,26.5,74.3
228,2019,ACC,783,Louisville,7,64,113.376,92.4055,20.9708,112.9,92.7,20.2,50.9,46.4,35.1,31.6,17.8,16.3,29.2,74.2,25.8,70.8
229,2019,SEC,782,LSU,3,16,118.485,97.5196,20.9656,118.3,97.1,21.2,51.7,50.2,37.7,34.2,18.2,20.7,37.3,69.6,30.4,62.7
230,2019,BE,781,Marquette,5,64,114.15,95.7294,18.4207,112.2,95.7,16.5,54.1,45.9,35.9,35.7,19.5,16.6,29.1,73.8,26.2,70.9
231,2019,B10,780,Maryland,6,32,113.82,93.8429,19.9776,112.5,93.8,18.7,51.9,46.0,32.9,26.6,19.8,14.3,33.9,75.3,24.7,66.1
232,2019,B10,779,Michigan,2,16,115.516,86.081,29.4352,115.3,86.2,29.1,52.1,44.1,27.0,24.9,13.5,18.3,24.5,74.5,25.5,75.5
233,2019,B10,778,Michigan St.,2,4,121.729,90.3679,31.3607,120.0,91.9,28.1,55.8,43.7,35.0,27.7,18.7,14.9,34.1,73.2,26.8,65.9
234,2019,B10,777,Minnesota,10,32,110.671,96.2136,14.4575,109.5,96.6,12.9,48.3,49.1,42.0,28.3,17.6,16.6,31.9,71.9,28.1,68.1
235,2019,SEC,776,Mississippi,8,64,112.779,97.6963,15.0831,113.1,96.6,16.5,53.0,50.6,31.7,33.2,18.2,21.0,30.4,70.5,29.5,69.6
236,2019,SEC,775,Mississippi St.,5,64,117.395,96.7173,20.6776,116.4,96.6,19.8,54.6,50.1,32.3,31.7,19.3,19.7,34.9,70.2,29.8,65.1
237,2019,BSky,774,Montana,15,64,107.36,103.814,3.54691,106.7,103.2,3.5,56.7,50.0,32.0,37.0,17.4,19.3,27.7,75.0,25.0,72.3
238,2019,OVC,773,Murray St.,12,32,112.038,98.706,13.3317,110.5,98.5,12.0,55.2,46.4,33.2,28.4,17.2,19.5,32.4,70.0,30.0,67.6
239,2019,MWC,772,Nevada,7,64,114.0,95.0771,18.9229,112.9,95.5,17.4,54.1,47.6,40.7,27.6,14.4,19.2,26.5,75.3,24.7,73.5
240,2019,WAC,771,New Mexico St.,12,64,112.605,99.0173,13.588,111.6,98.8,12.8,54.0,48.7,34.1,32.4,17.7,19.3,37.0,77.3,22.7,63.0
241,2019,ACC,770,North Carolina,1,16,119.872,90.701,29.171,119.2,91.2,28.0,52.9,48.3,30.9,28.9,17.1,18.5,34.6,76.8,23.2,65.4
242,2019,MEAC,769,North Carolina Central,16,68,96.6416,108.528,-11.8864,97.2,107.5,-10.3,49.8,49.7,33.4,30.9,23.0,17.7,34.6,73.0,27.0,65.4
243,2019,Sum,768,North Dakota St.,16,64,106.552,109.751,-3.19855,105.8,108.7,-2.9,53.8,53.6,32.1,26.2,15.8,14.6,20.7,74.6,25.4,79.3
244,2019,CAA,767,Northeastern,13,64,111.465,102.718,8.74685,110.0,102.8,7.2,57.2,51.8,34.3,28.0,16.7,16.7,22.7,75.7,24.3,77.3
245,2019,Horz,766,Northern Kentucky,14,64,109.235,102.676,6.55918,108.4,101.6,6.8,55.0,48.9,35.5,35.2,17.6,18.5,30.7,73.5,26.5,69.3
246,2019,B10,765,Ohio St.,11,32,109.268,94.1896,15.0781,108.3,94.1,14.2,50.5,48.2,34.0,31.8,18.7,18.4,27.7,73.9,26.1,72.3
247,2019,B12,764,Oklahoma,9,32,109.401,93.8663,15.5345,108.9,92.8,16.1,50.2,47.1,31.4,24.1,17.4,17.5,26.2,72.1,27.9,73.8
248,2019,CUSA,763,Old Dominion,14,64,101.929,96.3508,5.57853,100.4,95.5,4.9,47.7,45.6,29.5,32.4,17.9,18.6,32.3,75.2,24.8,67.7
249,2019,P12,762,Oregon,12,16,107.7,92.5481,15.1521,106.4,92.9,13.5,51.7,46.8,30.3,35.3,17.8,21.0,29.7,71.9,28.1,70.3
250,2019,SWAC,761,Prairie View A&M,16,68,101.53,105.838,-4.30871,101.0,105.1,-4.1,48.8,50.9,44.2,46.6,17.4,24.7,29.8,66.0,34.0,70.2
251,2019,B10,760,Purdue,3,8,121.093,95.0422,26.0512,121.0,95.6,25.4,52.7,49.5,29.4,32.7,15.9,19.5,35.0,73.4,26.6,65.0
252,2019,A10,759,Saint Louis,13,64,102.575,96.3024,6.27254,101.1,95.4,5.7,46.8,46.9,39.7,32.9,19.0,19.4,36.1,74.7,25.3,63.9
253,2019,WCC,758,Saint Mary's,11,64,114.634,96.9231,17.7106,114.2,97.3,16.9,54.0,48.6,29.7,29.4,16.3,16.4,31.3,76.8,23.2,68.7
254,2019,BE,757,Seton Hall,10,64,109.303,96.3961,12.9072,107.8,97.0,10.8,49.9,49.3,34.8,32.6,17.5,20.0,29.3,70.6,29.4,70.7
255,2019,BE,756,St. John's,11,68,109.671,100.92,8.75182,109.1,99.8,9.3,52.3,50.8,29.4,39.0,14.1,21.0,21.4,70.3,29.7,78.6
256,2019,ACC,755,Syracuse,8,64,110.213,93.9133,16.3,109.4,93.4,16.0,49.5,47.5,36.8,34.8,18.4,23.2,30.1,66.7,33.3,69.9
257,2019,Amer,754,Temple,11,68,108.851,99.4587,9.3923,109.2,97.6,11.6,50.1,50.3,33.0,33.7,15.7,20.8,26.6,70.4,29.6,73.4
258,2019,SEC,753,Tennessee,2,16,122.479,95.4987,26.98,122.9,95.0,27.9,55.3,47.4,33.4,34.4,15.9,18.2,31.6,69.7,30.3,68.4
259,2019,B12,752,Texas Tech,3,2,112.694,85.9468,26.7476,112.1,86.3,25.8,53.7,42.8,33.5,37.6,18.2,23.0,28.6,71.4,28.6,71.4
260,2019,BW,751,UC Irvine,13,32,106.606,97.144,9.46217,105.5,97.0,8.5,51.4,43.7,28.6,33.8,17.1,16.7,33.6,73.6,26.4,66.4
261,2019,Amer,750,UCF,9,32,110.31,95.7335,14.5761,111.1,93.9,17.2,52.7,45.5,46.4,29.6,17.5,18.3,29.6,70.5,29.5,70.4
262,2019,MWC,749,Utah St.,8,64,112.966,96.3467,16.6198,111.2,95.9,15.3,54.3,46.2,36.7,34.1,17.9,17.2,31.7,77.8,22.2,68.3
263,2019,A10,748,VCU,8,64,104.312,88.6222,15.6895,104.0,86.9,17.1,50.6,43.0,36.0,37.2,20.1,23.5,31.0,69.4,30.6,69.0
264,2019,AE,747,Vermont,13,64,107.949,99.2286,8.72064,107.2,98.1,9.1,52.4,49.0,36.3,26.2,16.6,19.4,27.5,78.2,21.8,72.5
265,2019,BE,746,Villanova,6,32,116.973,98.1987,18.7745,115.1,98.7,16.4,53.4,49.9,35.3,28.6,17.0,18.1,30.8,72.7,27.3,69.2
266,2019,ACC,745,Virginia,1,1,123.571,87.9163,35.6552,122.6,88.7,33.9,55.7,43.5,30.3,27.9,14.7,17.8,30.0,74.1,25.9,70.0
267,2019,ACC,744,Virginia Tech,4,16,118.433,93.9634,24.4696,118.0,94.3,23.7,56.4,48.9,31.4,26.4,17.5,21.7,29.8,72.6,27.4,70.2
268,2019,P12,743,Washington,9,32,106.98,93.6134,13.3669,106.0,93.4,12.6,52.1,47.3,35.1,34.5,19.8,24.0,29.6,65.6,34.4,70.4
269,2019,B10,742,Wisconsin,5,64,110.809,87.134,23.675,108.9,88.8,20.1,51.5,44.8,27.5,25.9,14.4,17.2,24.0,73.5,26.5,76.0
270,2019,SC,741,Wofford,7,32,118.357,97.6422,20.7146,115.8,97.9,17.9,57.8,50.2,27.7,31.8,16.2,19.3,32.3,75.4,24.6,67.7
271,2019,Ivy,740,Yale,14,64,111.702,103.115,8.58693,110.1,102.0,8.1,56.1,47.2,30.5,30.6,18.1,15.2,26.3,75.6,24.4,73.7
272,2018,SEC,739,Alabama,9,32,108.459,94.6334,13.8252,107.0,94.8,12.2,51.6,47.2,41.5,36.8,20.1,18.7,29.1,69.4,30.6,70.9
273,2018,P12,738,Arizona,4,64,119.012,99.6425,19.3692,117.4,100.1,17.3,56.6,49.3,37.6,31.8,17.6,16.7,33.2,75.0,25.0,66.8
274,2018,P12,737,Arizona St.,11,68,117.651,102.937,14.714,117.2,102.1,15.1,53.9,50.7,41.9,32.3,14.6,20.4,28.1,69.3,30.7,71.9
275,2018,SEC,736,Arkansas,7,64,117.32,101.685,15.635,117.0,100.3,16.7,54.2,50.2,37.3,41.4,15.3,19.4,29.4,68.4,31.6,70.6
276,2018,SEC,735,Auburn,4,32,118.196,97.5614,20.6348,117.0,97.1,19.9,51.8,49.5,39.9,38.4,16.7,20.8,33.0,71.7,28.3,67.0
277,2018,Pat,734,Bucknell,14,64,109.182,102.368,6.8137,107.6,101.9,5.7,54.0,47.6,42.4,34.4,17.1,17.1,27.2,72.6,27.4,72.8
278,2018,MAC,733,Buffalo,13,32,114.284,103.791,10.4931,113.6,102.6,11.0,54.8,48.5,30.3,40.4,16.6,18.2,32.0,71.4,28.6,68.0
279,2018,BE,732,Butler,10,32,115.758,97.8916,17.8667,115.4,95.5,19.9,53.8,52.0,26.3,35.1,15.7,19.8,27.3,75.3,24.7,72.7
280,2018,BW,731,Cal St. Fullerton,15,64,104.984,103.669,1.3154,102.6,103.8,-1.2,52.0,48.3,46.0,34.8,20.6,18.4,26.5,71.1,28.9,73.5
281,2018,Amer,730,Cincinnati,2,32,113.155,86.158,26.9966,111.1,86.5,24.6,51.6,42.8,36.8,27.4,17.3,22.3,38.1,71.3,28.7,61.9
282,2018,ACC,729,Clemson,5,16,113.774,93.5052,20.2693,111.6,93.7,17.9,52.7,47.6,34.1,27.0,17.9,17.7,27.4,73.3,26.7,72.6
283,2018,CAA,728,College of Charleston,13,64,109.887,105.153,4.73418,106.7,105.1,1.6,52.8,50.2,36.8,31.3,14.7,17.8,25.6,72.0,28.0,74.4
284,2018,BE,727,Creighton,8,64,116.454,99.1744,17.2792,117.3,97.0,20.3,58.0,50.0,27.1,24.2,15.4,15.8,21.8,75.3,24.7,78.2
285,2018,A10,726,Davidson,12,64,117.399,102.494,14.9051,116.7,102.5,14.2,57.7,51.2,24.5,28.6,14.5,16.2,22.7,76.6,23.4,77.3
286,2018,ACC,725,Duke,2,8,122.602,93.467,29.1348,123.2,93.9,29.3,56.0,46.0,34.9,22.0,17.7,16.9,39.1,70.8,29.2,60.9
287,2018,SEC,724,Florida,6,32,115.14,96.4262,18.7137,116.0,95.2,20.8,51.1,48.9,33.1,31.7,14.3,20.1,28.8,69.2,30.8,71.2
288,2018,ACC,723,Florida St.,9,8,115.822,99.9984,15.8239,114.5,98.4,16.1,53.9,48.9,36.1,30.7,17.6,19.1,33.2,69.9,30.1,66.8
289,2018,SB,722,Georgia St.,15,64,109.045,101.835,7.20921,107.2,100.7,6.5,54.1,47.1,31.6,39.1,16.7,20.8,25.8,67.2,32.8,74.2
290,2018,WCC,721,Gonzaga,4,16,119.824,95.0891,24.7352,118.3,95.2,23.1,57.7,46.9,30.9,29.4,16.0,17.4,33.0,77.3,22.7,67.0
291,2018,Amer,720,Houston,6,32,115.787,95.2473,20.5396,114.6,95.1,19.5,53.9,45.8,32.2,41.1,17.8,19.4,34.7,74.2,25.8,65.3
292,2018,MAAC,719,Iona,15,64,110.261,107.388,2.87263,108.8,107.3,1.5,54.1,52.1,30.4,29.2,16.0,18.8,24.4,69.5,30.5,75.6
293,2018,B12,718,Kansas,1,4,120.933,97.6938,23.2388,121.7,95.7,26.0,58.1,48.5,26.2,24.8,16.6,18.5,29.1,68.3,31.7,70.9
294,2018,B12,717,Kansas St.,9,8,112.178,97.4236,14.7543,112.3,95.8,16.5,53.5,49.5,33.6,36.6,17.2,21.4,26.1,67.8,32.2,73.9
295,2018,SEC,716,Kentucky,5,16,116.426,96.019,20.4069,115.1,95.7,19.4,51.7,46.9,42.8,32.2,18.6,17.1,35.6,68.7,31.3,64.4
296,2018,ASun,715,Lipscomb,15,64,103.793,103.43,0.363623,102.6,101.8,0.8,51.9,51.7,41.2,38.7,20.1,19.8,28.0,75.9,24.1,72.0
297,2018,NEC,714,LIU Brooklyn,16,68,103.335,111.135,-7.80028,102.0,110.5,-8.5,52.3,50.0,38.5,32.1,19.4,16.4,29.8,70.1,29.9,70.2
298,2018,MVC,713,Loyola Chicago,11,4,111.331,96.1911,15.1402,109.0,96.8,12.2,57.8,47.3,33.2,25.7,18.8,20.0,22.1,74.1,25.9,77.9
299,2018,CUSA,712,Marshall,13,32,109.328,103.944,5.38402,107.8,103.4,4.4,54.9,49.7,32.9,29.0,17.2,18.2,22.3,68.4,31.6,77.7
300,2018,ACC,711,Miami FL,6,64,113.309,97.5988,15.7103,112.6,95.5,17.1,53.0,48.8,29.1,28.4,16.5,18.9,29.0,71.7,28.3,71.0
301,2018,B10,710,Michigan,3,2,115.9,92.7095,23.1909,114.3,92.5,21.8,54.4,48.4,30.3,30.2,13.9,19.4,26.0,75.6,24.4,74.0
302,2018,B10,709,Michigan St.,3,32,119.983,93.6364,26.3461,119.4,93.7,25.7,57.8,42.6,36.3,29.2,19.2,14.5,36.1,73.2,26.8,63.9
303,2018,SEC,708,Missouri,8,64,113.275,97.803,15.4717,113.0,96.3,16.7,54.5,46.6,38.2,29.4,20.7,16.0,30.8,71.7,28.3,69.2
304,2018,BSky,707,Montana,14,64,110.144,99.3132,10.8304,107.6,99.1,8.5,51.7,48.3,38.9,41.3,17.4,21.2,34.0,73.6,26.4,66.0
